user_id,n_traces_w1,active_days_w1,mean_log_lag,sd_log_lag,prop_long_lag,distinct_lexemes,mean_session_seen,mean_hist_rate_w1,acc_w1,n_traces_w2,recall_w2,lang_de,lang_en,lang_es,lang_fr,lang_it,lang_pt
u:MNy,351,4,-1.4132299682591083,1.2648455031348669,0.23931623931623933,196,2.051282051282051,0.9463494511507845,0.9804368471035156,42,1.0,0.0,0.0,1.0,0.0,0.0,0.0
u:MZg,30,3,0.17955198233105715,0.7071085162034334,0.6666666666666666,24,1.6,0.8880423280423281,0.86,223,0.9091928251121076,0.0,0.0,0.0,0.0,1.0,0.0
u:MgY,122,2,-0.13047813563893432,0.927907065458175,0.36885245901639346,46,1.1229508196721312,0.921132835527939,0.9016393442622951,56,0.9464285714285714,0.0,0.0,0.0,0.0,0.0,1.0
u:N25,46,1,-1.048891305748582,2.097452470067107,0.2826086956521739,21,4.021739130434782,0.8599992008559783,0.8722567287784999,107,0.9033600356030373,1.0,0.0,0.0,0.0,0.0,0.0
u:N7V,91,3,-1.230534009165765,1.3675120659687394,0.01098901098901099,54,2.065934065934066,0.8562707134135706,0.8168498168498242,94,0.8046099290780107,0.0,0.0,0.0,1.0,0.0,0.0
u:N7i,297,3,-0.630006804727422,2.2669156696580153,0.45791245791245794,99,1.4276094276094276,0.9218946709450822,0.8959034792368182,60,0.9388888888889,0.0,1.0,0.0,0.0,0.0,0.0
u:NU4,133,5,1.1697191381509557,1.2991271357072918,0.9398496240601504,95,2.691729323308271,0.8572586578515408,0.7875939849624211,298,0.7376957494407148,1.0,0.0,0.0,0.0,0.0,0.0
u:Nmh,105,3,-0.9095069705251135,1.4301021022995632,0.5428571428571428,56,1.0952380952380953,0.8586344114384804,0.9028571428571428,23,0.8695652173913043,0.0,0.0,0.0,0.0,1.0,0.0
u:ORo,223,1,0.4106327895809607,2.179949134263745,0.5695067264573991,130,1.4125560538116593,0.9480559271327594,0.9304932735426009,12,1.0,0.0,0.0,1.0,0.0,0.0,0.0
u:Oaq,57,3,2.09322149859037,0.22380900233717532,1.0,57,1.368421052631579,0.8952597198213949,1.0,7,0.8010204081632857,1.0,0.0,0.0,0.0,0.0,0.0
u:P8P,209,2,-0.23726625141274027,2.359710884948013,0.4784688995215311,94,1.3444976076555024,0.8984767212006609,0.8897926634768757,100,0.9098333333333499,1.0,0.0,0.0,0.0,0.0,0.0
u:PN0,234,3,0.34408230114855737,1.6272965783344977,0.6666666666666666,166,1.7735042735042734,0.9218772862010631,0.8896621896621967,36,0.9490740740740833,0.0,0.0,0.0,1.0,0.0,0.0
u:PdZ,123,1,0.9982118474691882,1.444114010915051,0.8211382113821138,101,1.1626016260162602,0.949079508073643,0.8279132791327967,42,0.9166666666666666,0.0,0.0,1.0,0.0,0.0,0.0
u:Pn-,248,3,1.2161710484236405,1.6185898478019165,0.8145161290322581,200,1.592741935483871,0.8930378883893072,0.8179435483871008,317,0.8228180862250346,1.0,0.0,0.0,0.0,0.0,0.0
u:PzO,58,2,-1.9977852554174222,1.4172493811334914,0.15517241379310345,29,2.9310344827586206,0.9629148513609921,0.9659277504105173,27,0.9537037037037408,0.0,1.0,0.0,0.0,0.0,0.0
u:Pzy,244,3,-0.21752558185315563,1.168288434793497,0.6065573770491803,96,1.0778688524590163,0.919841399798961,0.9098360655737705,74,0.9284229284229324,0.0,0.0,0.0,1.0,0.0,0.0
u:Q-F,402,5,-0.5123893360257982,1.344472396148447,0.5248756218905473,158,1.2661691542288558,0.8447457238768507,0.818615257048097,199,0.8174204355108894,1.0,0.0,0.0,0.0,0.0,0.0
u:QJB,28,1,2.415178738973824,0.0043855652137604825,1.0,28,4.0,0.8072344322344323,0.8767857142857499,188,0.929078014184399,0.0,0.0,1.0,0.0,0.0,0.0
u:QVC,386,6,0.762967020854326,0.9676483518108068,0.8316062176165803,273,1.738341968911917,0.917399363328763,0.8788140472078393,328,0.8982723577235823,0.0,0.0,1.0,0.0,0.0,0.0
u:RH0,72,2,1.3542862478888564,1.1145528729349599,0.9166666666666666,66,1.5555555555555556,0.8493825618825619,0.832870370370375,99,0.8737373737373737,0.0,0.0,1.0,0.0,0.0,0.0
u:RLS,551,7,0.030343011689357706,1.2333411407836112,0.764065335753176,369,1.588021778584392,0.918511677779173,0.9344525105868149,63,0.9470899470899523,0.0,0.0,0.0,0.0,1.0,0.0
u:Rrj,370,1,-1.9185422915105388,0.8929702136679734,0.005405405405405406,93,1.9162162162162162,0.9379399668795952,0.9371138996139028,232,0.8645833333333361,0.0,0.0,0.0,1.0,0.0,0.0
u:SGD,162,3,0.22368514719940033,1.4064901136183035,0.6728395061728395,125,1.654320987654321,0.9605588120021671,0.8362139917695556,265,0.8905660377358491,0.0,0.0,1.0,0.0,0.0,0.0
u:SIA,28,1,1.929717936556955,0.05503519267993186,1.0,28,1.1785714285714286,0.8398809523809524,0.9285714285714286,25,0.76,0.0,0.0,0.0,0.0,0.0,1.0
u:SXO,105,2,-0.04666709185406061,1.0216148373222937,0.6571428571428571,58,1.0952380952380953,0.9077021919879062,0.8857142857142857,58,0.8879310344827587,0.0,0.0,0.0,0.0,1.0,0.0
u:Suz,320,4,0.10327641969843634,1.1071555715492118,0.665625,189,2.271875,0.9132533364129923,0.8946875000000094,160,0.9351488095238187,0.0,0.0,1.0,0.0,0.0,0.0
u:UBO,70,3,1.4223847140864148,1.2059703580526862,0.8,56,3.0428571428571427,0.9644678920939072,0.9857142857142858,569,0.968306971294673,0.0,0.0,1.0,0.0,0.0,0.0
u:Ukj,24,3,0.3672624304584438,0.44250412021047597,0.7083333333333334,24,2.7916666666666665,0.9296910716705608,0.9118055555555834,18,0.8231481481481667,0.0,0.0,1.0,0.0,0.0,0.0
u:Ulw,73,1,1.808911572993145,1.427286920273389,0.9041095890410958,66,1.8493150684931507,0.887262697194508,0.8025114155251233,38,0.9532163742690264,0.0,1.0,0.0,0.0,0.0,0.0
u:Vp9,345,3,-1.4612381589535004,1.3030801457793246,0.25217391304347825,144,1.4,0.8916129168040597,0.9164113181504522,7,0.8690476190475714,0.0,0.0,1.0,0.0,0.0,0.0
u:W-H,235,1,-1.5493754099218504,1.7491017206656752,0.16170212765957448,44,2.2851063829787233,0.9015049153747735,0.9215906788247361,162,0.9331275720164629,0.0,1.0,0.0,0.0,0.0,0.0
u:WcO,238,5,0.5625363719571294,0.6084084249248689,0.9831932773109243,151,1.3109243697478992,0.92761895694284,0.9072829131652689,349,0.9054441260745015,0.0,0.0,1.0,0.0,0.0,0.0
u:XnN,283,5,-1.2999395134471727,1.4886088979657088,0.1166077738515901,70,2.8763250883392226,0.9069103403095744,0.940795894329477,309,0.9337340114039224,0.0,0.0,0.0,1.0,0.0,0.0
u:Xo6,644,3,-1.0423389649297985,1.8036684716898441,0.3385093167701863,236,1.5698757763975155,0.9030412883691558,0.8108794242334675,510,0.742156862745102,0.0,0.0,0.0,0.0,0.0,1.0
u:YAp,64,1,-1.2202834149232207,1.8636251629417437,0.296875,28,2.125,0.9443409455128206,0.984375,6,0.75,1.0,0.0,0.0,0.0,0.0,0.0
u:YeY,527,5,-0.8671588720328702,1.8147165974140391,0.3719165085388994,169,1.6869070208728654,0.9068748475074052,0.8613851992409887,537,0.8758535071384246,0.0,1.0,0.0,0.0,0.0,0.0
u:YqE,369,5,-0.8968458147346899,1.2625942894327815,0.38482384823848237,86,1.5718157181571815,0.9290232390632274,0.9706413730804011,35,0.9347619047619143,0.0,0.0,0.0,0.0,1.0,0.0
u:ZK4,24,4,-0.7399649029625174,1.2883800441297562,0.5,4,5.0,0.9764574762965155,0.96527777777775,20,0.9650000000000001,0.0,1.0,0.0,0.0,0.0,0.0
u:ZS,14,1,1.5241120184171293,0.07621194508959944,1.0,14,1.5714285714285714,0.786425983436853,1.0,54,0.8796296296296297,1.0,0.0,0.0,0.0,0.0,0.0
u:ZXA,131,4,0.7982049494894072,0.39836536284614754,0.9847328244274809,114,1.816793893129771,0.9105620327486822,0.8575063613231679,132,0.901893939393947,1.0,0.0,0.0,0.0,0.0,0.0
u:ZnJ,54,3,-0.8964186727590908,1.311670820012454,0.25925925925925924,21,3.925925925925926,0.7106967250630332,0.7094550783275926,13,0.8769230769230769,0.0,1.0,0.0,0.0,0.0,0.0
u:ZqG,1305,6,-0.5345743993114002,1.5214729774062752,0.4191570881226054,365,1.3026819923371646,0.9247792516246112,0.9113793103448291,336,0.9270833333333334,1.0,0.0,0.0,0.0,0.0,0.0
u:ZwJ,12,2,1.166506311497246,0.47772622129611636,1.0,12,3.0833333333333335,0.8442460317460317,0.9375,6,0.8095238095238333,0.0,1.0,0.0,0.0,0.0,0.0
u:_T0,80,6,0.03596444161642801,0.17362626527619446,0.625,36,3.5125,0.8984606332187033,0.9481249999999999,91,0.9102564102564725,1.0,0.0,0.0,0.0,0.0,0.0
u:_Xh,46,1,1.4916492598620466,1.0846607067218355,0.9565217391304348,45,1.4782608695652173,0.8926412109435817,0.7717391304347826,123,0.8333333333333334,0.0,1.0,0.0,0.0,0.0,0.0
u:_vj,14,1,2.2936966661336577,0.20002428703484454,1.0,14,2.5714285714285716,0.8343014128728414,0.9761904761905,33,0.8878787878787879,0.0,0.0,1.0,0.0,0.0,0.0
u:b-7J,27,1,-1.4160888025003382,1.176580331641357,0.18518518518518517,26,1.2592592592592593,0.8544973544973544,0.825925925925926,18,0.6087301587301667,0.0,0.0,0.0,0.0,1.0,0.0
u:b-Hm,33,3,-1.1975526300886334,0.986179207921871,0.21212121212121213,17,4.242424242424242,0.912487637267696,0.9595959595959697,7,0.9642857142857143,0.0,1.0,0.0,0.0,0.0,0.0
u:b-a9,518,6,-0.013311786606469428,1.9296743681944657,0.6428571428571429,258,1.0521235521235521,0.8301953959300025,0.7760617760617761,165,0.7212121212121212,0.0,0.0,0.0,1.0,0.0,0.0
u:b-o3,59,2,0.6845561160839108,1.9623985532166037,0.6610169491525424,55,2.457627118644068,0.9500129039012389,0.9362389023405933,20,0.9,0.0,0.0,1.0,0.0,0.0,0.0
u:b2PF,74,1,-1.616322046961043,1.4754916979243498,0.35135135135135137,26,1.8513513513513513,0.9711550836550836,1.0,94,0.9893617021276596,0.0,0.0,0.0,0.0,1.0,0.0
u:b39L,419,4,0.05481497758447046,1.1393105080048398,0.7398568019093079,215,1.233890214797136,0.9298558015029337,0.9148766905330167,68,0.9928571428571471,0.0,0.0,0.0,1.0,0.0,0.0
u:b3bQ,655,4,-0.9460038749782471,1.3798902877308528,0.3648854961832061,203,1.4213740458015267,0.9015318797729802,0.8719592875318092,25,0.84,0.0,0.0,1.0,0.0,0.0,0.0
u:b3e5,151,5,-0.03134158927948149,0.7552035167565125,0.4966887417218543,93,1.4701986754966887,0.930471625504738,0.9616997792494504,148,0.9552927927927907,0.0,0.0,0.0,0.0,1.0,0.0
u:b3eG,159,3,0.6302513042965324,0.570665377826844,0.9685534591194969,104,1.0754716981132075,0.8738855650163346,0.8930817610062893,194,0.9381443298969072,0.0,0.0,0.0,0.0,1.0,0.0
u:b3r_,10,1,2.29394133561869,0.0,1.0,10,3.3,0.9909090909090909,0.9,66,0.9355699855700151,0.0,0.0,1.0,0.0,0.0,0.0
u:b4J,86,2,1.8664498504886544,0.711591218086451,0.9651162790697675,83,1.8372093023255813,0.9276749650621421,0.8678294573643838,280,0.9762414965986429,1.0,0.0,0.0,0.0,0.0,0.0
u:b4MQ,85,3,-0.16563377504602853,0.9911105780400298,0.7529411764705882,50,2.8117647058823527,0.9020531333334102,0.9205882352941529,21,0.9642857142857143,0.0,1.0,0.0,0.0,0.0,0.0
u:b4f,154,3,0.8227986619389291,0.9601928397461701,0.9025974025974026,128,1.448051948051948,0.8647203954404856,0.8430735930735974,15,0.9666666666666667,0.0,0.0,1.0,0.0,0.0,0.0
u:b523,89,2,0.6531966387820909,0.6768594106798836,0.9662921348314607,79,1.348314606741573,0.9211770874828565,0.9316479400749101,126,1.0,0.0,1.0,0.0,0.0,0.0,0.0
u:b69c,246,4,-1.6839715525903238,1.3495965509100711,0.23170731707317074,81,2.6910569105691056,0.915126703390038,0.9537940379403822,234,0.9486467236467393,0.0,0.0,0.0,1.0,0.0,0.0
u:b6CG,56,1,-0.028549448546851423,2.205230630234717,0.48214285714285715,38,1.1964285714285714,0.939549069462719,0.9285714285714286,38,0.7894736842105263,0.0,0.0,0.0,1.0,0.0,0.0
u:b6pC,278,2,-1.6077000562225907,1.160412994483316,0.06474820143884892,115,1.0611510791366907,0.890732636976565,0.8893884892086331,327,0.9204892966360856,0.0,0.0,0.0,0.0,1.0,0.0
u:b7He,14,1,1.2296807366536817,0.17682168091245437,1.0,14,1.7857142857142858,0.7017006802721089,0.9047619047619285,34,0.8186274509804118,0.0,0.0,1.0,0.0,0.0,0.0
u:b7Iw,103,2,-1.0590012850996526,1.0669389118978876,0.04854368932038835,49,1.0,0.8782246879334258,0.8932038834951457,157,0.8880042462845031,0.0,0.0,0.0,0.0,1.0,0.0
u:b7St,68,2,0.6494330910748178,1.1103649058946157,0.8676470588235294,52,1.161764705882353,0.9706575695546285,0.8823529411764706,44,0.6727272727272727,0.0,0.0,0.0,1.0,0.0,0.0
u:b7a9,21,1,-0.836552220123801,2.2342935893751976,0.3333333333333333,7,5.9523809523809526,0.7927364868449998,0.9058477237049047,466,0.9030911506233456,0.0,1.0,0.0,0.0,0.0,0.0
u:b7m5,83,1,-1.8075710761101265,0.7959330214290821,0.0,21,2.4216867469879517,0.9402679482498759,0.893574297188771,44,0.901515151515159,0.0,1.0,0.0,0.0,0.0,0.0
u:b80R,42,2,0.8115164516336878,0.217686919266505,1.0,42,2.1666666666666665,0.9242086265428371,0.9384920634920952,55,0.9542424242424364,1.0,0.0,0.0,0.0,0.0,0.0
u:b8Jk,199,1,-1.789778806959549,1.081013594875019,0.17587939698492464,40,2.487437185929648,0.9477606268169334,0.9666387493020703,139,0.9430455635491726,0.0,1.0,0.0,0.0,0.0,0.0
u:b8j4,34,1,2.0218679993344075,0.23414407018491712,1.0,34,1.1470588235294117,0.9169117647058824,0.8235294117647058,95,0.8140350877192948,0.0,0.0,1.0,0.0,0.0,0.0
u:b9G_,154,4,-1.7857631337484736,1.372026648916821,0.13636363636363635,15,2.4740259740259742,0.7080539358859042,0.7288961038961428,407,0.7907803907804423,0.0,1.0,0.0,0.0,0.0,0.0
u:b9hL,291,3,1.2780563490508494,0.8665137934513282,0.9347079037800687,241,1.738831615120275,0.8823760162490192,0.899279986908866,219,0.8377473363774885,0.0,0.0,1.0,0.0,0.0,0.0
u:bAvc,58,3,0.76768094109038,0.3617874897114467,0.9482758620689655,41,2.6206896551724137,0.839603858417797,0.8804597701149482,63,0.9050264550264603,0.0,0.0,0.0,1.0,0.0,0.0
u:bCnC,265,3,-0.9006746955845388,1.428295073757828,0.21509433962264152,87,1.849056603773585,0.9427824446515112,0.9698113207547283,77,0.9372294372294415,0.0,1.0,0.0,0.0,0.0,0.0
u:bD2n,26,2,0.6436480528481207,0.06338201386017386,1.0,13,1.9230769230769231,0.9528388278388279,0.9230769230769231,30,0.8161111111111333,0.0,0.0,0.0,1.0,0.0,0.0
u:bDNh,70,5,0.0011040416119282592,1.301031607380366,0.6714285714285714,39,4.728571428571429,0.918108790136101,0.9418743558029143,130,0.8865384615384615,0.0,0.0,0.0,0.0,1.0,0.0
u:bFBD,81,4,-1.3987327330568302,1.0995029393669078,0.1728395061728395,27,2.5185185185185186,0.9164555609000054,0.9537037037037285,101,0.9719471947194752,0.0,0.0,1.0,0.0,0.0,0.0
u:bFnk,35,2,0.9659780328605314,0.5606397720884934,1.0,35,1.8571428571428572,0.930611901326187,0.8188311688311714,37,0.8918918918918919,0.0,0.0,1.0,0.0,0.0,0.0
